input_str,input_list,title,key,label
"Ebo7, Dm7, G7, Em7, A7, D7, G7, C6, C#o7, Dm6, D#o7, Em7, Am7, Dm7, G7, C6, C7, F^7, F#%7, B7","['C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'B%7', 'E7', 'Am7', 'Am^7', 'Am7', 'D7', 'Em7', 'A7']","Fine Romance, A",C,Em7
"Em7, A7, D7, G7, C6, C#o7, Dm6, D#o7, Em7, Am7, Dm7, G7, C6, C7, F^7, F#%7, B7, Em7, A7, Dm7","['Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'B%7', 'E7', 'Am7', 'Am^7', 'Am7', 'D7', 'Em7', 'A7', 'Am7', 'D7', 'Dm7']","Fine Romance, A",C,G7
"G7, C6, C#o7, Dm6, D#o7, Em7, Am7, Dm7, G7, C6, C7, F^7, F#%7, B7, Em7, A7, Dm7, G7, C6, Dm7","['G7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'B%7', 'E7', 'Am7', 'Am^7', 'Am7', 'D7', 'Em7', 'A7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Ebm7']","Fine Romance, A",C,G7
"F#%7, B7, Em7, Em7, C^7, C^7, Am7, Dsus, D7, Co7, G^7, F#m7, B7, Em7, B7, Em7, A7, Dm7, A7, Dm7","['Ab7', 'Dm7', 'G7', 'B%7', 'E7', 'Am7', 'Am^7', 'Am7', 'D7', 'Em7', 'A7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7']",Two For The Road,G,G7
"Em7, C^7, C^7, Am7, Dsus, D7, Co7, G^7, F#m7, B7, Em7, B7, Em7, A7, Dm7, A7, Dm7, G7, E%7, A7","['B%7', 'E7', 'Am7', 'Am^7', 'Am7', 'D7', 'Em7', 'A7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7']",Two For The Road,G,D%7
"Am7, Dsus, D7, Co7, G^7, F#m7, B7, Em7, B7, Em7, A7, Dm7, A7, Dm7, G7, E%7, A7, D%7, G7, C^7","['Am^7', 'Am7', 'D7', 'Em7', 'A7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7']",Two For The Road,G,C^7
"Co7, G^7, F#m7, B7, Em7, B7, Em7, A7, Dm7, A7, Dm7, G7, E%7, A7, D%7, G7, C^7, C^7, Am7, Am7","['Em7', 'A7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'B%7', 'E7', 'Am7']",Two For The Road,G,F#%7
"B7, Em7, B7, Em7, A7, Dm7, A7, Dm7, G7, E%7, A7, D%7, G7, C^7, C^7, Am7, Am7, F#%7, B7, Em7","['D7', 'Dm7', 'G7', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'B%7', 'E7', 'Am7', 'Am^7', 'Am7', 'D7']",Two For The Road,G,Em7
"Em7, A7, Dm7, A7, Dm7, G7, E%7, A7, D%7, G7, C^7, C^7, Am7, Am7, F#%7, B7, Em7, Em7, C^7, C^7","['C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'B%7', 'E7', 'Am7', 'Am^7', 'Am7', 'D7', 'Fm6', 'C^7', 'Ebm7']",Two For The Road,G,Am7
"A7, Dm7, G7, E%7, A7, D%7, G7, C^7, C^7, Am7, Am7, F#%7, B7, Em7, Em7, C^7, C^7, Am7, Dsus, D7","['Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'Gm7', 'C7', 'F^7', 'B%7', 'E7', 'Am7', 'Am^7', 'Am7', 'D7', 'Fm6', 'C^7', 'Ebm7', 'Ab7', 'Dm7', 'G7']",Two For The Road,G,Co7
"E%7, A7, D%7, G7, C^7, C^7, Am7, Am7, F#%7, B7, Em7, Em7, C^7, C^7, Am7, Dsus, D7, Co7, G^7, G7","['Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Dm7', 'Gm7', 'Cm7', 'D7', 'Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7']",Two For The Road,G,Em7
"G7, C^7, C^7, Am7, Am7, F#%7, B7, Em7, Em7, C^7, C^7, Am7, Dsus, D7, Co7, G^7, G7, Em7, Em7, C#%7","['Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Dm7', 'Gm7', 'Cm7', 'D7', 'Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7']",Two For The Road,G,Cm6
"Am7, Am7, F#%7, B7, Em7, Em7, C^7, C^7, Am7, Dsus, D7, Co7, G^7, G7, Em7, Em7, C#%7, Cm6, Bm7, Em7","['F7', 'Bb7', 'Eb7', 'Ab7', 'Dm7', 'Gm7', 'Cm7', 'D7', 'Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Cm7', 'F7']",Two For The Road,G,C^7
"B7, Em7, Em7, C^7, C^7, Am7, Dsus, D7, Co7, G^7, G7, Em7, Em7, C#%7, Cm6, Bm7, Em7, C^7, Bm7, Bb7","['Ab7', 'Dm7', 'Gm7', 'Cm7', 'D7', 'Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Cm7', 'F7', 'Bb^7', 'D7', 'D7']",Two For The Road,G,Am7
"C^7, C^7, Am7, Dsus, D7, Co7, G^7, G7, Em7, Em7, C#%7, Cm6, Bm7, Em7, C^7, Bm7, Bb7, Am7, D7, G6","['Cm7', 'D7', 'Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Cm7', 'F7', 'Bb^7', 'D7', 'D7', 'G7', 'G7', 'C7']",Two For The Road,G,Dm7
"Em7, F^7, B7, C^7, Am7, F^7, E^7, Em7, Em7, F^7, B7, C^7, Am7, F^7, E^7, Em7, Am7, F^7, Am7, F^7","['E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Cm7', 'F7', 'Bb^7', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7']",Nardis,e,Dm7
"C^7, Am7, F^7, E^7, Em7, Em7, F^7, B7, C^7, Am7, F^7, E^7, Em7, Am7, F^7, Am7, F^7, Dm7, G7, C^7","['Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Cm7', 'F7', 'Bb^7', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'D7', 'Gm7', 'E%7']",Nardis,e,F^7
"E^7, Em7, Em7, F^7, B7, C^7, Am7, F^7, E^7, Em7, Am7, F^7, Am7, F^7, Dm7, G7, C^7, F^7, Em7, F^7","['Bb7', 'Eb7', 'Ab7', 'Cm7', 'F7', 'Bb^7', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'D7', 'Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7']",Nardis,e,B7
"F^7, B7, C^7, Am7, F^7, E^7, Em7, Am7, F^7, Am7, F^7, Dm7, G7, C^7, F^7, Em7, F^7, B7, C^7, Am7","['Cm7', 'F7', 'Bb^7', 'D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'D7', 'Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7']",Nardis,e,F^7
"Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, Cm7, Fm7","['D7', 'D7', 'G7', 'G7', 'C7', 'C7', 'F7', 'F7', 'D7', 'Gm7', 'E%7', 'Eb7', 'Dm7', 'Gm7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Ab7', 'Cm7']",I've Got My Love To Keep Me Warm,E-,Bb7
"Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, Cm7, Fm7, Bb7, Eb6, Gbo7","['Bb6', 'Bb6', 'C7', 'C7', 'Eb6', 'Eo7', 'Bb^', 'G7', 'C7', 'F7', 'Bb6', 'F7', 'Bb6', 'Bb6', 'C7', 'C7', 'Eb6', 'Eo7', 'Bb^', 'G7']",I've Got My Love To Keep Me Warm,E-,Fm7
"A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, Cm7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7","['C7', 'Eb6', 'Eo7', 'Bb^', 'G7', 'C7', 'F7', 'Bb6', 'F7', 'Bb6', 'Bb6', 'C7', 'C7', 'Eb6', 'Eo7', 'Bb^', 'G7', 'C7', 'F7', 'Bb6']",I've Got My Love To Keep Me Warm,E-,D7
"Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, Cm7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7","['Bb^', 'G7', 'C7', 'F7', 'Bb6', 'F7', 'Bb6', 'Bb6', 'C7', 'C7', 'Eb6', 'Eo7', 'Bb^', 'G7', 'C7', 'F7', 'Bb6', 'Fm7', 'Bb7', 'Gm7']",I've Got My Love To Keep Me Warm,E-,D7
"Bb7, Gm7, C7, Fm7, Bb7, Eb6, Cm7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7","['F7', 'Bb6', 'F7', 'Bb6', 'Bb6', 'C7', 'C7', 'Eb6', 'Eo7', 'Bb^', 'G7', 'C7', 'F7', 'Bb6', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7']",I've Got My Love To Keep Me Warm,E-,Fm7
"Fm7, Bb7, Eb6, Cm7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7","['Bb6', 'Bb6', 'C7', 'C7', 'Eb6', 'Eo7', 'Bb^', 'G7', 'C7', 'F7', 'Bb6', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Gm7', 'C7']",I've Got My Love To Keep Me Warm,E-,C7
"Cm7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7","['C7', 'Eb6', 'Eo7', 'Bb^', 'G7', 'C7', 'F7', 'Bb6', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Gm7', 'C7', 'F^7', 'F#o7', 'Gm7']",I've Got My Love To Keep Me Warm,E-,Eb6
"Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, A%7, D7","['Bb^', 'G7', 'C7', 'F7', 'Bb6', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Gm7', 'C7', 'F^7', 'F#o7', 'Gm7', 'C7', 'Cm7', 'F7']",I've Got My Love To Keep Me Warm,E-,Gm7
"Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, A%7, D7, Gm7, A%7, D7","['F7', 'Bb6', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Gm7', 'C7', 'F^7', 'F#o7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb6', 'Bb6', 'C7']",I've Got My Love To Keep Me Warm,E-,Gm7
"A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, A%7, D7, Gm7, A%7, D7, Gm7, C7, Fm7","['Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Gm7', 'C7', 'F^7', 'F#o7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb6', 'Bb6', 'C7', 'C7', 'Eb6', 'Eo7']",I've Got My Love To Keep Me Warm,E-,G%7
"Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, A%7, D7, Gm7, A%7, D7, Gm7, C7, Fm7, G%7, C7, Fm7","['Fm7', 'Bb7', 'Eb6', 'Gm7', 'C7', 'F^7', 'F#o7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb6', 'Bb6', 'C7', 'C7', 'Eb6', 'Eo7', 'Bb^', 'G7', 'C7']",I've Got My Love To Keep Me Warm,E-,Bb7
"Bb7, Gm7, C7, Fm7, Bb7, Eb6, A%7, D7, Gm7, A%7, D7, Gm7, C7, Fm7, G%7, C7, Fm7, Bb7, Eb6, Gbo7","['F^7', 'Bb7', 'Am7', 'Abo7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'Abo7', 'A%7', 'D7', 'Gm7', 'Bbm6', 'Eb7', 'Am7', 'Dm7', 'B%7', 'E7', 'A^7']",I've Got My Love To Keep Me Warm,E-,Fm7
"Fm7, Bb7, Eb6, A%7, D7, Gm7, A%7, D7, Gm7, C7, Fm7, G%7, C7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7","['Abo7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'Abo7', 'A%7', 'D7', 'Gm7', 'Bbm6', 'Eb7', 'Am7', 'Dm7', 'B%7', 'E7', 'A^7', 'F#m7', 'Bm7', 'E7']",I've Got My Love To Keep Me Warm,E-,D7
"A%7, D7, Gm7, A%7, D7, Gm7, C7, Fm7, G%7, C7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7","['F^7', 'Bb7', 'Am7', 'Abo7', 'A%7', 'D7', 'Gm7', 'Bbm6', 'Eb7', 'Am7', 'Dm7', 'B%7', 'E7', 'A^7', 'F#m7', 'Bm7', 'E7', 'A^7', 'Gm7', 'C7']",I've Got My Love To Keep Me Warm,E-,D7
"A%7, D7, Gm7, C7, Fm7, G%7, C7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7","['Abo7', 'A%7', 'D7', 'Gm7', 'Bbm6', 'Eb7', 'Am7', 'Dm7', 'B%7', 'E7', 'A^7', 'F#m7', 'Bm7', 'E7', 'A^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7']",I've Got My Love To Keep Me Warm,E-,Fm7
"C7, Fm7, G%7, C7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7","['Gm7', 'Bbm6', 'Eb7', 'Am7', 'Dm7', 'B%7', 'E7', 'A^7', 'F#m7', 'Bm7', 'E7', 'A^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'Abo7', 'Gm7', 'C7']",I've Got My Love To Keep Me Warm,E-,C7
"C7, Fm7, Bb7, Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7","['Am7', 'Dm7', 'B%7', 'E7', 'A^7', 'F#m7', 'Bm7', 'E7', 'A^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'Abo7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb^7']",I've Got My Love To Keep Me Warm,E-,Eb6
"Eb6, Gbo7, Fm7, Bb7, A%7, D7, A%7, D7, D7, Fm7, Bb7, Fm7, Bb7, Gm7, C7, Fm7, Bb7, Eb6, Cm7, Fm7","['E7', 'A^7', 'F#m7', 'Bm7', 'E7', 'A^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'Abo7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'F^7', 'A7']",I've Got My Love To Keep Me Warm,E-,Bb7
"G7, A7, G7, A7, G7, Em7, F#m7, F7, Bb^7, C7, Bb7, Cm7, Cm7, A%7, D^, D7, Eb^7, Eb^7, A%7, Cm7","['Bm7', 'E7', 'A^7', 'Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'Abo7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'F^7', 'A7', 'A7', 'Bb7', 'Bb7']",Tonight,G,Cm7
"A7, G7, Em7, F#m7, F7, Bb^7, C7, Bb7, Cm7, Cm7, A%7, D^, D7, Eb^7, Eb^7, A%7, Cm7, Cm7, Dbm7, Bbm7","['Gm7', 'C7', 'F^7', 'Bb7', 'Am7', 'Abo7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'F^7', 'A7', 'A7', 'Bb7', 'Bb7', 'E%7', 'A7', 'Dm7']",Tonight,G,A^
"F#m7, F7, Bb^7, C7, Bb7, Cm7, Cm7, A%7, D^, D7, Eb^7, Eb^7, A%7, Cm7, Cm7, Dbm7, Bbm7, A^, A7, A7","['Bb7', 'Am7', 'Abo7', 'Gm7', 'C7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'F^7', 'A7', 'A7', 'Bb7', 'Bb7', 'E%7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7']",Tonight,G,G7
"C7, Bb7, Cm7, Cm7, A%7, D^, D7, Eb^7, Eb^7, A%7, Cm7, Cm7, Dbm7, Bbm7, A^, A7, A7, G7, A7, G7","['F^7', 'Am7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'Gm7', 'Csus', 'F^7', 'Am7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7']",Tonight,G,G6
"Cm7, A%7, D^, D7, Eb^7, Eb^7, A%7, Cm7, Cm7, Dbm7, Bbm7, A^, A7, A7, G7, A7, G7, G6, Em7, Bm7","['Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'Gm7', 'Csus', 'F^7', 'Am7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7']",Tonight,G,Am7
"D7, Eb^7, Eb^7, A%7, Cm7, Cm7, Dbm7, Bbm7, A^, A7, A7, G7, A7, G7, G6, Em7, Bm7, Am7, D7, G^7","['C7', 'Gm7', 'C7', 'F6', 'Gm7', 'Csus', 'F^7', 'Am7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6']",Tonight,G,G^7
"F^7, Gm7, C7, Am7, D7, Gm7, C7, F^7, Gm7, C7, F^7, Gm7, C7, F^7, Gm7, C7, Am7, D7, Gm7, C7","['F6', 'Gm7', 'Csus', 'F^7', 'Am7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7']",Parisian Thoroughfare,F,F^7
"Am7, D7, Gm7, C7, F^7, Gm7, C7, F^7, Gm7, C7, F^7, Gm7, C7, Am7, D7, Gm7, C7, F^7, Gm7, C7","['F^7', 'Am7', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'C7']",Parisian Thoroughfare,F,F^7
"C7, F^7, Gm7, C7, F^7, Gm7, C7, F^7, Gm7, C7, Am7, D7, Gm7, C7, F^7, Gm7, C7, F^7, Bm7, E7","['Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7']",Parisian Thoroughfare,F,A^7
"C7, F^7, Gm7, C7, F^7, Gm7, C7, Am7, D7, Gm7, C7, F^7, Gm7, C7, F^7, Bm7, E7, A^7, Bm7, E7","['C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7']",Parisian Thoroughfare,F,A^7
"C7, F^7, Gm7, C7, Am7, D7, Gm7, C7, F^7, Gm7, C7, F^7, Bm7, E7, A^7, Bm7, E7, A^7, Am7, D7","['Gm7', 'C7', 'Gm7', 'C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Gm7']",Parisian Thoroughfare,F,G^7
"C7, Am7, D7, Gm7, C7, F^7, Gm7, C7, F^7, Bm7, E7, A^7, Bm7, E7, A^7, Am7, D7, G^7, Dm7, G7","['C7', 'F6', 'F6', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'Eb7']",Parisian Thoroughfare,F,Gm7
"Gm7, C7, F^7, Gm7, C7, F^7, Bm7, E7, A^7, Bm7, E7, A^7, Am7, D7, G^7, Dm7, G7, Gm7, C7, F^7","['Cm7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Gm7', 'C7', 'F^7', 'Eb7', 'D7', 'Gm7', 'C7']",Parisian Thoroughfare,F,Gm7
"Gm7, C7, F^7, Bm7, E7, A^7, Bm7, E7, A^7, Am7, D7, G^7, Dm7, G7, Gm7, C7, F^7, Gm7, C7, Am7","['Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7']",Parisian Thoroughfare,F,D7
"Bm7, E7, A^7, Bm7, E7, A^7, Am7, D7, G^7, Dm7, G7, Gm7, C7, F^7, Gm7, C7, Am7, D7, Gm7, C7","['Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6']",Parisian Thoroughfare,F,F^7
"Bm7, E7, A^7, Am7, D7, G^7, Dm7, G7, Gm7, C7, F^7, Gm7, C7, Am7, D7, Gm7, C7, F^7, Gm7, C7","['Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7']",Parisian Thoroughfare,F,F^7
"Am7, B%7, E7, Am7, E7, Am7, Gm7, C7, F^7, F^7, B%7, E7, Am7, Am7, F#%7, B7, B%7, E7, Am7, B%7","['Bb7', 'Eb6', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7']",You'd Be So Nice To Come Home To,a,E7
"Am7, E7, Am7, Gm7, C7, F^7, F^7, B%7, E7, Am7, Am7, F#%7, B7, B%7, E7, Am7, B%7, E7, Am7, E7","['Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A%7', 'D7']",You'd Be So Nice To Come Home To,a,Am7
"Gm7, C7, F^7, F^7, B%7, E7, Am7, Am7, F#%7, B7, B%7, E7, Am7, B%7, E7, Am7, E7, Am7, Gm7, C7","['Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A%7', 'D7', 'Gm7', 'C7', 'Cm7']",You'd Be So Nice To Come Home To,a,F^7
"F^7, B%7, E7, Am7, Am7, F#%7, B7, B%7, E7, Am7, B%7, E7, Am7, E7, Am7, Gm7, C7, F^7, F^7, F#o7","['Cm7', 'F7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A%7', 'D7', 'Gm7', 'C7', 'Cm7', 'F7', 'Fm7', 'Bb7']",You'd Be So Nice To Come Home To,a,C6
"Am7, Am7, F#%7, B7, B%7, E7, Am7, B%7, E7, Am7, E7, Am7, Gm7, C7, F^7, F^7, F#o7, C6, G#o7, Am","['Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A%7', 'D7', 'Gm7', 'C7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7']",You'd Be So Nice To Come Home To,a,D7
"B7, B%7, E7, Am7, B%7, E7, Am7, E7, Am7, Gm7, C7, F^7, F^7, F#o7, C6, G#o7, Am, D7, Ab7, G7","['Fm7', 'Bb7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'A%7', 'D7', 'Gm7', 'C7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7']",You'd Be So Nice To Come Home To,a,C6
"Eb6, Ebm7, Bbm7, Bbm7, C7, F%7, Bb7, G7, C7, F7, Bb7, Eb6, Ebm7, Bbm7, Bbm7, C7, F%7, Bb7, Eb6, Ab7","['C7', 'Fm7', 'Bb7', 'A%7', 'D7', 'Gm7', 'C7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Eb^7', 'Cm7', 'F7', 'Fm7']","Man I Love, The",E-,Eb6
"Bbm7, C7, F%7, Bb7, G7, C7, F7, Bb7, Eb6, Ebm7, Bbm7, Bbm7, C7, F%7, Bb7, Eb6, Ab7, Eb6, D7, G7","['G^7', 'C^7', 'G^7', 'G7', 'C7', 'C7', 'A7', 'D7', 'G6', 'F^7', 'Eb^7', 'D7', 'G^7', 'C^7', 'G^7', 'G7', 'C7', 'C7', 'A7', 'D7']","Man I Love, The",E-,Cm6
